m=1000 n=1000 k=100
RQ New: 3.5518884658813477e-02
LQ AOCL: 6.0209989547729492e-02
LQ Reference: 6.0351133346557617e-02
LQ New: 3.5598039627075195e-02
Double Complex Precision
QR AOCL: 1.2451195716857910e-01
QR Reference: 1.2411808967590332e-01
QR New: 6.2869071960449219e-02
QL AOCL: 1.3151621818542480e-01
QL Reference: 1.3104009628295898e-01
QL New: 6.3032865524291992e-02
RQ AOCL: 1.4503598213195801e-01
RQ Reference: 1.4437603950500488e-01
RQ New: 7.2764873504638672e-02
LQ AOCL: 1.3887906074523926e-01
LQ Reference: 1.3904285430908203e-01
LQ New: 7.1943998336791992e-02
Single Precision
QR AOCL: 2.1811962127685547e-02
QR Reference: 2.1422863006591797e-02
QR New: 1.0924100875854492e-02
QL AOCL: 2.1739959716796875e-02
QL Reference: 2.1938085556030273e-02
QL New: 1.0877847671508789e-02
RQ AOCL: 2.3597002029418945e-02
RQ Reference: 2.3838043212890625e-02
RQ New: 1.1239051818847656e-02
LQ AOCL: 2.2768020629882812e-02
LQ Reference: 1.5872001647949219e-02
LQ New: 1.1214017868041992e-02
Double Precision
QR AOCL: 4.0652990341186523e-02
QR Reference: 4.0138959884643555e-02
QR New: 1.8310070037841797e-02
QL AOCL: 4.1162967681884766e-02
QL Reference: 4.1194915771484375e-02
QL New: 1.8793106079101562e-02
RQ AOCL: 5.3045988082885742e-02
RQ Reference: 4.7580957412719727e-02
RQ New: 2.0963191986083984e-02
LQ AOCL: 4.2567014694213867e-02
LQ Reference: 2.5799989700317383e-02
LQ New: 1.9942045211791992e-02
Single Complex Precision
QR AOCL: 7.2743892669677734e-02
QR Reference: 7.1902990341186523e-02
QR New: 3.5073041915893555e-02
QL AOCL: 7.4727058410644531e-02
QL Reference: 7.4909925460815430e-02
QL New: 3.5026073455810547e-02
RQ AOCL: 6.3570022583007812e-02
RQ Reference: 6.3076972961425781e-02
RQ New: 3.5514831542968750e-02
LQ AOCL: 6.0124874114990234e-02
LQ Reference: 6.0183048248291016e-02
LQ New: 3.5594940185546875e-02
Double Complex Precision
QR AOCL: 1.3020896911621094e-01
QR Reference: 1.4920091629028320e-01
QR New: 7.7953815460205078e-02
QL AOCL: 1.3682484626770020e-01
QL Reference: 1.3100695610046387e-01
QL New: 6.3930988311767578e-02
RQ AOCL: 1.4498400688171387e-01
RQ Reference: 1.4436483383178711e-01
RQ New: 7.1871995925903320e-02
LQ AOCL: 1.3933014869689941e-01
LQ Reference: 1.3903093338012695e-01
LQ New: 7.2777032852172852e-02
Single Precision
QR AOCL: 2.1892070770263672e-02
QR Reference: 2.1252155303955078e-02
QR New: 1.0998964309692383e-02
QL AOCL: 2.1687984466552734e-02
QL Reference: 2.1738052368164062e-02
QL New: 1.0757923126220703e-02
RQ AOCL: 2.3647069931030273e-02
RQ Reference: 2.3567914962768555e-02
RQ New: 1.0928153991699219e-02
LQ AOCL: 2.2444963455200195e-02
LQ Reference: 1.5548944473266602e-02
LQ New: 1.0908126831054688e-02
Double Precision
QR AOCL: 4.0874958038330078e-02
QR Reference: 4.0179967880249023e-02
QR New: 1.8285989761352539e-02
QL AOCL: 4.1218996047973633e-02
QL Reference: 4.1260957717895508e-02
QL New: 1.8177032470703125e-02
RQ AOCL: 4.3895006179809570e-02
RQ Reference: 4.4035911560058594e-02
RQ New: 2.0302057266235352e-02
LQ AOCL: 4.2814016342163086e-02
LQ Reference: 2.6103019714355469e-02
LQ New: 2.0318031311035156e-02
Single Complex Precision
QR AOCL: 7.3086023330688477e-02
QR Reference: 7.2323083877563477e-02
QR New: 3.4914970397949219e-02
QL AOCL: 7.5045824050903320e-02
QL Reference: 7.5161933898925781e-02
QL New: 3.4924983978271484e-02
RQ AOCL: 6.3400030136108398e-02
RQ Reference: 6.3850879669189453e-02
RQ New: 3.5615921020507812e-02
LQ AOCL: 6.0088157653808594e-02
LQ Reference: 6.0360908508300781e-02
LQ New: 3.5594940185546875e-02
Double Complex Precision
QR AOCL: 1.2493109703063965e-01
QR Reference: 1.2386488914489746e-01
QR New: 6.2711954116821289e-02
QL AOCL: 1.3321900367736816e-01
QL Reference: 1.3278508186340332e-01
QL New: 6.2819957733154297e-02
RQ AOCL: 1.4912104606628418e-01
RQ Reference: 1.4849996566772461e-01
RQ New: 7.2190999984741211e-02
LQ AOCL: 1.3871407508850098e-01
LQ Reference: 1.3839507102966309e-01
LQ New: 7.1908950805664062e-02
Single Precision
QR AOCL: 2.1666049957275391e-02
QR Reference: 2.1331071853637695e-02
QR New: 1.0873079299926758e-02
QL AOCL: 2.1576881408691406e-02
QL Reference: 2.1589040756225586e-02
QL New: 1.0807991027832031e-02
RQ AOCL: 2.3566007614135742e-02
RQ Reference: 2.3679018020629883e-02
RQ New: 1.1238813400268555e-02
LQ AOCL: 2.2745132446289062e-02
LQ Reference: 1.5821933746337891e-02
LQ New: 1.1183023452758789e-02
Double Precision
QR AOCL: 4.0728092193603516e-02
QR Reference: 4.0271043777465820e-02
QR New: 1.8228054046630859e-02
QL AOCL: 4.1153907775878906e-02
QL Reference: 4.1164875030517578e-02
QL New: 1.8147945404052734e-02
RQ AOCL: 4.3668031692504883e-02
RQ Reference: 4.3884992599487305e-02
RQ New: 1.9850969314575195e-02
LQ AOCL: 4.2310953140258789e-02
LQ Reference: 2.5706052780151367e-02
LQ New: 2.0042181015014648e-02
Single Complex Precision
QR AOCL: 7.2973012924194336e-02
QR Reference: 7.3568105697631836e-02
QR New: 3.5220861434936523e-02
QL AOCL: 7.5124025344848633e-02
QL Reference: 7.5170040130615234e-02
QL New: 3.5202980041503906e-02
RQ AOCL: 6.3235998153686523e-02
RQ Reference: 6.3446998596191406e-02
RQ New: 3.5516023635864258e-02
LQ AOCL: 6.0045957565307617e-02
LQ Reference: 6.0414075851440430e-02
LQ New: 3.5583972930908203e-02
Double Complex Precision
QR AOCL: 1.2476897239685059e-01
QR Reference: 1.2390303611755371e-01
QR New: 6.2848806381225586e-02
QL AOCL: 1.3157391548156738e-01
QL Reference: 1.3113903999328613e-01
QL New: 6.2975883483886719e-02
RQ AOCL: 1.4538097381591797e-01
RQ Reference: 1.4446687698364258e-01
RQ New: 7.2332143783569336e-02
LQ AOCL: 1.3821887969970703e-01
LQ Reference: 1.3826608657836914e-01
LQ New: 7.2156190872192383e-02
Single Precision
QR AOCL: 2.1538972854614258e-02
QR Reference: 2.1297931671142578e-02
QR New: 1.0813951492309570e-02
QL AOCL: 2.1688938140869141e-02
QL Reference: 2.1728992462158203e-02
QL New: 1.0785102844238281e-02
RQ AOCL: 2.3551940917968750e-02
RQ Reference: 2.3674964904785156e-02
RQ New: 1.1190891265869141e-02
LQ AOCL: 2.2699832916259766e-02
LQ Reference: 1.5829086303710938e-02
LQ New: 1.1183023452758789e-02
Double Precision
QR AOCL: 4.1070938110351562e-02
QR Reference: 4.0183067321777344e-02
QR New: 1.8416166305541992e-02
QL AOCL: 4.1363954544067383e-02
QL Reference: 4.1306018829345703e-02
QL New: 1.8223047256469727e-02
RQ AOCL: 4.3879985809326172e-02
RQ Reference: 4.4098854064941406e-02
RQ New: 2.0322084426879883e-02
LQ AOCL: 4.2716979980468750e-02
LQ Reference: 2.6386022567749023e-02
LQ New: 2.0476818084716797e-02
Single Complex Precision
QR AOCL: 7.2599887847900391e-02
QR Reference: 7.2018146514892578e-02
QR New: 3.4954071044921875e-02
QL AOCL: 7.4738979339599609e-02
QL Reference: 7.4960947036743164e-02
QL New: 3.4932136535644531e-02
RQ AOCL: 6.3231945037841797e-02
RQ Reference: 6.3518047332763672e-02
RQ New: 3.5603046417236328e-02
LQ AOCL: 6.0214042663574219e-02
LQ Reference: 6.0399055480957031e-02
LQ New: 3.5547018051147461e-02
Double Complex Precision
QR AOCL: 1.2540102005004883e-01
QR Reference: 1.2449288368225098e-01
QR New: 6.3282012939453125e-02
QL AOCL: 1.3206100463867188e-01
QL Reference: 1.3155603408813477e-01
QL New: 6.3562870025634766e-02
RQ AOCL: 1.4902591705322266e-01
RQ Reference: 1.5058708190917969e-01
RQ New: 7.3501825332641602e-02
LQ AOCL: 1.4390301704406738e-01
LQ Reference: 1.4379692077636719e-01
LQ New: 7.2348833084106445e-02
Single Precision
QR AOCL: 2.1547079086303711e-02
QR Reference: 2.1286964416503906e-02
QR New: 1.0852098464965820e-02
QL AOCL: 2.1676063537597656e-02
QL Reference: 2.1703004837036133e-02
QL New: 1.0782957077026367e-02
RQ AOCL: 2.3577928543090820e-02
RQ Reference: 2.3679971694946289e-02
RQ New: 1.1234045028686523e-02
LQ AOCL: 2.2756099700927734e-02
LQ Reference: 1.5829801559448242e-02
LQ New: 1.1164188385009766e-02
Double Precision
QR AOCL: 4.0817022323608398e-02
QR Reference: 4.0081024169921875e-02
QR New: 1.8234968185424805e-02
QL AOCL: 4.1014909744262695e-02
QL Reference: 4.1265010833740234e-02
QL New: 1.8099069595336914e-02
RQ AOCL: 4.3601036071777344e-02
RQ Reference: 4.3802022933959961e-02
RQ New: 1.9906044006347656e-02
LQ AOCL: 4.2351961135864258e-02
LQ Reference: 2.5771141052246094e-02
LQ New: 1.9985914230346680e-02
Single Complex Precision
QR AOCL: 7.2511911392211914e-02
QR Reference: 7.2067975997924805e-02
QR New: 3.4885883331298828e-02
QL AOCL: 7.4781894683837891e-02
QL Reference: 7.5129985809326172e-02
QL New: 3.5058021545410156e-02
RQ AOCL: 6.3097953796386719e-02
RQ Reference: 6.3452005386352539e-02
RQ New: 3.5646915435791016e-02
LQ AOCL: 6.0255050659179688e-02
LQ Reference: 6.0406923294067383e-02
LQ New: 3.5604953765869141e-02
Double Complex Precision
QR AOCL: 1.3724589347839355e-01
QR Reference: 1.3557600975036621e-01
QR New: 6.3225984573364258e-02
QL AOCL: 1.3223314285278320e-01
QL Reference: 1.3180589675903320e-01
QL New: 6.2976837158203125e-02
RQ AOCL: 1.5023779869079590e-01
RQ Reference: 1.4888787269592285e-01
RQ New: 7.2149038314819336e-02
LQ AOCL: 1.5714502334594727e-01
LQ Reference: 1.5625691413879395e-01
LQ New: 7.2438001632690430e-02
m=1000 n=1000 k=300
Testing file ran 10 times
Single Precision
QR AOCL: 2.4829864501953125e-02
QR Reference: 2.4147033691406250e-02
QR New: 1.5185832977294922e-02
QL AOCL: 2.4253845214843750e-02
QL Reference: 2.4580955505371094e-02
QL New: 1.5490055084228516e-02
RQ AOCL: 2.7729988098144531e-02
RQ Reference: 2.8119087219238281e-02
RQ New: 1.6632080078125000e-02
LQ AOCL: 2.6813983917236328e-02
LQ Reference: 2.2052049636840820e-02
LQ New: 1.5717029571533203e-02
Double Precision
QR AOCL: 4.2440891265869141e-02
QR Reference: 4.2557001113891602e-02
QR New: 2.5647163391113281e-02
QL AOCL: 4.3141126632690430e-02
QL Reference: 4.3573856353759766e-02
QL New: 2.5598049163818359e-02
RQ AOCL: 4.7146081924438477e-02
RQ Reference: 4.7729015350341797e-02
RQ New: 2.8434991836547852e-02
LQ AOCL: 4.5517206192016602e-02
LQ Reference: 3.5579919815063477e-02
LQ New: 2.8600215911865234e-02
Single Complex Precision
QR AOCL: 7.7299118041992188e-02
QR Reference: 7.6751947402954102e-02
QR New: 4.8930168151855469e-02
QL AOCL: 7.8733921051025391e-02
QL Reference: 7.9360961914062500e-02
QL New: 4.9607038497924805e-02
RQ AOCL: 7.0559978485107422e-02
RQ Reference: 7.0941209793090820e-02
RQ New: 5.0200939178466797e-02
LQ AOCL: 6.7386150360107422e-02
LQ Reference: 6.7911863327026367e-02
LQ New: 4.9369096755981445e-02
Double Complex Precision
QR AOCL: 1.4684200286865234e-01
QR Reference: 1.4669203758239746e-01
QR New: 8.6534976959228516e-02
QL AOCL: 1.5266394615173340e-01
QL Reference: 1.5262293815612793e-01
QL New: 8.6900949478149414e-02
RQ AOCL: 1.7060208320617676e-01
RQ Reference: 1.7161893844604492e-01
RQ New: 9.8991870880126953e-02
LQ AOCL: 1.6145300865173340e-01
LQ Reference: 1.6169595718383789e-01
LQ New: 9.7953081130981445e-02
Single Precision
QR AOCL: 2.3890018463134766e-02
QR Reference: 2.4019002914428711e-02
QR New: 1.4875888824462891e-02
QL AOCL: 2.3895025253295898e-02
QL Reference: 2.4286985397338867e-02
QL New: 1.5381097793579102e-02
RQ AOCL: 2.6745080947875977e-02
RQ Reference: 2.7370929718017578e-02
RQ New: 1.5890836715698242e-02
LQ AOCL: 2.6242971420288086e-02
LQ Reference: 2.1232128143310547e-02
LQ New: 1.5289783477783203e-02
Double Precision
QR AOCL: 4.3133974075317383e-02
QR Reference: 4.2742967605590820e-02
QR New: 2.5645971298217773e-02
QL AOCL: 4.3152809143066406e-02
QL Reference: 4.3647050857543945e-02
QL New: 2.5536060333251953e-02
RQ AOCL: 4.7146081924438477e-02
RQ Reference: 4.7720193862915039e-02
RQ New: 2.8617143630981445e-02
LQ AOCL: 4.5644998550415039e-02
LQ Reference: 3.5680055618286133e-02
LQ New: 2.8553962707519531e-02
Single Complex Precision
QR AOCL: 7.7402830123901367e-02
QR Reference: 7.6918125152587891e-02
QR New: 4.9052000045776367e-02
QL AOCL: 7.8845977783203125e-02
QL Reference: 7.9303979873657227e-02
QL New: 4.9700975418090820e-02
RQ AOCL: 7.0477962493896484e-02
RQ Reference: 7.1141004562377930e-02
RQ New: 5.0420045852661133e-02
LQ AOCL: 6.7522048950195312e-02
LQ Reference: 6.8042039871215820e-02
LQ New: 4.9646854400634766e-02
Double Complex Precision
QR AOCL: 1.4715600013732910e-01
QR Reference: 1.4687800407409668e-01
QR New: 8.7058067321777344e-02
QL AOCL: 1.5168190002441406e-01
QL Reference: 1.5207290649414062e-01
QL New: 8.6879014968872070e-02
RQ AOCL: 1.6902399063110352e-01
RQ Reference: 1.6951584815979004e-01
RQ New: 9.8172903060913086e-02
LQ AOCL: 1.6270685195922852e-01
LQ Reference: 1.6340303421020508e-01
LQ New: 9.8661184310913086e-02
Single Precision
QR AOCL: 2.4026870727539062e-02
QR Reference: 2.3999929428100586e-02
QR New: 1.4917135238647461e-02
QL AOCL: 2.3924112319946289e-02
QL Reference: 2.4147033691406250e-02
QL New: 1.5374898910522461e-02
RQ AOCL: 2.6782989501953125e-02
RQ Reference: 2.7240037918090820e-02
RQ New: 1.5940189361572266e-02
LQ AOCL: 2.6066064834594727e-02
LQ Reference: 2.1203041076660156e-02
LQ New: 1.5101909637451172e-02
Double Precision
QR AOCL: 4.2758941650390625e-02
QR Reference: 4.2846918106079102e-02
QR New: 2.5664091110229492e-02
QL AOCL: 4.3367147445678711e-02
QL Reference: 4.3688058853149414e-02
QL New: 2.5524854660034180e-02
RQ AOCL: 4.7457933425903320e-02
RQ Reference: 4.7944068908691406e-02
RQ New: 2.8661966323852539e-02
LQ AOCL: 4.5718908309936523e-02
LQ Reference: 3.5878896713256836e-02
LQ New: 2.8522968292236328e-02
Single Complex Precision
QR AOCL: 7.7676057815551758e-02
QR Reference: 7.6828956604003906e-02
QR New: 4.8892021179199219e-02
QL AOCL: 9.6109867095947266e-02
QL Reference: 8.4655046463012695e-02
QL New: 4.9833059310913086e-02
RQ AOCL: 7.0424079895019531e-02
RQ Reference: 7.0912837982177734e-02
RQ New: 5.0235986709594727e-02
LQ AOCL: 6.7478179931640625e-02
LQ Reference: 6.7800998687744141e-02
LQ New: 4.9453973770141602e-02
Double Complex Precision
QR AOCL: 1.4680814743041992e-01
QR Reference: 1.4658093452453613e-01
QR New: 8.6613893508911133e-02
QL AOCL: 1.5193915367126465e-01
QL Reference: 1.5185117721557617e-01
QL New: 8.6599111557006836e-02
RQ AOCL: 1.6750693321228027e-01
RQ Reference: 1.6787004470825195e-01
RQ New: 9.8407030105590820e-02
LQ AOCL: 1.6165113449096680e-01
LQ Reference: 1.6209793090820312e-01
LQ New: 9.8896026611328125e-02
Single Precision
QR AOCL: 2.4065017700195312e-02
QR Reference: 2.3969888687133789e-02
QR New: 1.4945983886718750e-02
QL AOCL: 2.3769140243530273e-02
QL Reference: 2.4162054061889648e-02
QL New: 1.5398025512695312e-02
RQ AOCL: 2.6732206344604492e-02
RQ Reference: 2.7054071426391602e-02
RQ New: 1.5720129013061523e-02
LQ AOCL: 2.6196002960205078e-02
LQ Reference: 2.1628141403198242e-02
LQ New: 1.5340089797973633e-02
Double Precision
QR AOCL: 4.2761087417602539e-02
QR Reference: 4.2623043060302734e-02
QR New: 2.5604009628295898e-02
QL AOCL: 4.3167114257812500e-02
QL Reference: 4.3587923049926758e-02
QL New: 2.5595188140869141e-02
RQ AOCL: 4.7374963760375977e-02
RQ Reference: 4.7884941101074219e-02
RQ New: 2.8666973114013672e-02
LQ AOCL: 4.5669078826904297e-02
LQ Reference: 3.5956144332885742e-02
LQ New: 2.8689861297607422e-02
Single Complex Precision
QR AOCL: 7.7170848846435547e-02
QR Reference: 7.6709032058715820e-02
QR New: 4.8897981643676758e-02
QL AOCL: 7.9978942871093750e-02
QL Reference: 7.9408168792724609e-02
QL New: 4.9542903900146484e-02
RQ AOCL: 7.0142984390258789e-02
RQ Reference: 7.0766925811767578e-02
RQ New: 5.0181865692138672e-02
LQ AOCL: 6.7345142364501953e-02
LQ Reference: 6.7894220352172852e-02
LQ New: 4.9455881118774414e-02
Double Complex Precision
QR AOCL: 1.4816999435424805e-01
QR Reference: 1.4769411087036133e-01
QR New: 8.7625980377197266e-02
QL AOCL: 1.5347290039062500e-01
QL Reference: 1.5336680412292480e-01
QL New: 8.8261127471923828e-02
RQ AOCL: 1.8038702011108398e-01
RQ Reference: 1.8006300926208496e-01
RQ New: 9.8901987075805664e-02
LQ AOCL: 1.7107987403869629e-01
LQ Reference: 1.7035102844238281e-01
LQ New: 9.8510026931762695e-02
Single Precision
QR AOCL: 2.3759126663208008e-02
QR Reference: 2.3885011672973633e-02
QR New: 1.4932870864868164e-02
QL AOCL: 2.4151086807250977e-02
QL Reference: 2.4263143539428711e-02
QL New: 1.5377998352050781e-02
RQ AOCL: 2.6709079742431641e-02
RQ Reference: 2.7127981185913086e-02
RQ New: 1.5826940536499023e-02
LQ AOCL: 2.5946855545043945e-02
LQ Reference: 2.1172046661376953e-02
LQ New: 1.5293836593627930e-02
Double Precision
QR AOCL: 4.3149948120117188e-02
QR Reference: 4.2845964431762695e-02
QR New: 2.5763034820556641e-02
QL AOCL: 4.3205022811889648e-02
QL Reference: 4.3745994567871094e-02
QL New: 2.5588989257812500e-02
RQ AOCL: 4.7725915908813477e-02
RQ Reference: 4.8091888427734375e-02
RQ New: 2.8814077377319336e-02
LQ AOCL: 4.6102046966552734e-02
LQ Reference: 3.6643981933593750e-02
LQ New: 2.9170989990234375e-02
Single Complex Precision
QR AOCL: 7.7970027923583984e-02
QR Reference: 7.6848030090332031e-02
QR New: 4.8915147781372070e-02
QL AOCL: 7.9217195510864258e-02
QL Reference: 7.9324007034301758e-02
QL New: 4.9593925476074219e-02
RQ AOCL: 7.0528984069824219e-02
RQ Reference: 7.1209907531738281e-02
RQ New: 5.0406932830810547e-02
LQ AOCL: 6.7590951919555664e-02
LQ Reference: 6.7974805831909180e-02
LQ New: 4.9488067626953125e-02
Double Complex Precision
QR AOCL: 1.4680290222167969e-01
QR Reference: 1.4661192893981934e-01
QR New: 8.7059974670410156e-02
QL AOCL: 1.5189504623413086e-01
QL Reference: 1.5185499191284180e-01
QL New: 8.6416959762573242e-02
RQ AOCL: 1.6943502426147461e-01
RQ Reference: 1.6876411437988281e-01
RQ New: 9.8322868347167969e-02
LQ AOCL: 1.6089200973510742e-01
LQ Reference: 1.6047596931457520e-01
LQ New: 9.8298072814941406e-02
Single Precision
QR AOCL: 2.3862123489379883e-02
QR Reference: 2.3969888687133789e-02
QR New: 1.4929056167602539e-02
QL AOCL: 2.3869991302490234e-02
QL Reference: 2.4330139160156250e-02
QL New: 1.5335083007812500e-02
RQ AOCL: 2.6765823364257812e-02
RQ Reference: 2.7110815048217773e-02
RQ New: 1.5889167785644531e-02
LQ AOCL: 2.6274919509887695e-02
LQ Reference: 2.1336078643798828e-02
LQ New: 1.5331983566284180e-02
Double Precision
QR AOCL: 4.2895078659057617e-02
QR Reference: 4.2754173278808594e-02
QR New: 2.5654077529907227e-02
QL AOCL: 4.3076992034912109e-02
QL Reference: 4.3591022491455078e-02
QL New: 2.5547981262207031e-02
RQ AOCL: 4.7168970108032227e-02
RQ Reference: 4.7623872756958008e-02
RQ New: 2.8465986251831055e-02
LQ AOCL: 4.5763969421386719e-02
LQ Reference: 3.5908937454223633e-02
LQ New: 2.8701782226562500e-02
Single Complex Precision
QR AOCL: 7.7306032180786133e-02
QR Reference: 7.6892137527465820e-02
QR New: 4.8878908157348633e-02
QL AOCL: 7.9228162765502930e-02
QL Reference: 7.9698801040649414e-02
QL New: 5.3539037704467773e-02
RQ AOCL: 7.4226856231689453e-02
RQ Reference: 7.1002006530761719e-02
RQ New: 5.0177097320556641e-02
LQ AOCL: 6.7378997802734375e-02
LQ Reference: 6.7991971969604492e-02
LQ New: 4.9350976943969727e-02
Double Complex Precision
QR AOCL: 1.4695787429809570e-01
QR Reference: 1.4658808708190918e-01
QR New: 8.6421012878417969e-02
QL AOCL: 1.5201902389526367e-01
QL Reference: 1.5221905708312988e-01
QL New: 8.6711168289184570e-02
RQ AOCL: 1.9821286201477051e-01
RQ Reference: 1.6952490806579590e-01
RQ New: 9.8397016525268555e-02
LQ AOCL: 1.6295099258422852e-01
LQ Reference: 1.6299700736999512e-01
LQ New: 9.8057985305786133e-02
Single Precision
QR AOCL: 2.3634910583496094e-02
QR Reference: 2.3781061172485352e-02
QR New: 1.4960050582885742e-02
QL AOCL: 2.3736000061035156e-02
QL Reference: 2.4163961410522461e-02
QL New: 1.5408039093017578e-02
RQ AOCL: 2.6814937591552734e-02
RQ Reference: 2.7117013931274414e-02
RQ New: 1.5691995620727539e-02
LQ AOCL: 2.6029825210571289e-02
LQ Reference: 2.1192073822021484e-02
LQ New: 1.5285968780517578e-02
Double Precision
QR AOCL: 4.2866945266723633e-02
QR Reference: 4.2701959609985352e-02
QR New: 2.5652170181274414e-02
QL AOCL: 4.3133020401000977e-02
QL Reference: 4.3632030487060547e-02
QL New: 2.5676012039184570e-02
RQ AOCL: 4.7324895858764648e-02
RQ Reference: 4.7869920730590820e-02
RQ New: 2.8717994689941406e-02
LQ AOCL: 4.5625925064086914e-02
LQ Reference: 3.6059856414794922e-02
LQ New: 2.8835058212280273e-02
Single Complex Precision
QR AOCL: 7.7179908752441406e-02
QR Reference: 7.6866865158081055e-02
QR New: 4.8943996429443359e-02
QL AOCL: 7.9068899154663086e-02
QL Reference: 7.9174995422363281e-02
QL New: 4.9678087234497070e-02
RQ AOCL: 7.0518016815185547e-02
RQ Reference: 7.0948839187622070e-02
RQ New: 5.0369024276733398e-02
LQ AOCL: 6.7519903182983398e-02
LQ Reference: 6.8003892898559570e-02
LQ New: 4.9627065658569336e-02
Double Complex Precision
QR AOCL: 1.4671993255615234e-01
QR Reference: 1.4659619331359863e-01
QR New: 8.6317062377929688e-02
QL AOCL: 1.5212512016296387e-01
QL Reference: 1.5220689773559570e-01
QL New: 8.7376117706298828e-02
RQ AOCL: 1.6915702819824219e-01
RQ Reference: 1.7006611824035645e-01
RQ New: 9.8653078079223633e-02
LQ AOCL: 1.6096878051757812e-01
LQ Reference: 1.6086697578430176e-01
LQ New: 9.8707914352416992e-02
Single Precision
QR AOCL: 2.3619890213012695e-02
QR Reference: 2.3962020874023438e-02
QR New: 1.4904022216796875e-02
QL AOCL: 2.3761034011840820e-02
QL Reference: 2.4298191070556641e-02
QL New: 1.5353202819824219e-02
RQ AOCL: 2.6657104492187500e-02
RQ Reference: 2.8285980224609375e-02
RQ New: 1.7039060592651367e-02
LQ AOCL: 2.6149988174438477e-02
LQ Reference: 2.1486997604370117e-02
LQ New: 1.5360116958618164e-02
Double Precision
QR AOCL: 4.3155908584594727e-02
QR Reference: 4.2675018310546875e-02
QR New: 2.5559902191162109e-02
QL AOCL: 4.3011188507080078e-02
QL Reference: 4.3544054031372070e-02
QL New: 2.5521039962768555e-02
RQ AOCL: 4.7113895416259766e-02
RQ Reference: 4.7504901885986328e-02
RQ New: 2.8419017791748047e-02
LQ AOCL: 4.5629024505615234e-02
LQ Reference: 3.5955190658569336e-02
LQ New: 2.8753995895385742e-02
Single Complex Precision
QR AOCL: 7.7872991561889648e-02
QR Reference: 7.6986789703369141e-02
QR New: 4.8923015594482422e-02
QL AOCL: 7.8740835189819336e-02
QL Reference: 7.9504966735839844e-02
QL New: 4.9597978591918945e-02
RQ AOCL: 7.0201158523559570e-02
RQ Reference: 7.1002960205078125e-02
RQ New: 5.0258874893188477e-02
LQ AOCL: 6.7318916320800781e-02
LQ Reference: 6.7808866500854492e-02
LQ New: 4.9362897872924805e-02
Double Complex Precision
QR AOCL: 1.4751696586608887e-01
QR Reference: 1.4728903770446777e-01
QR New: 8.7049007415771484e-02
QL AOCL: 1.5208005905151367e-01
QL Reference: 1.5228295326232910e-01
QL New: 8.6850881576538086e-02
RQ AOCL: 1.7175912857055664e-01
RQ Reference: 1.7092800140380859e-01
RQ New: 9.8522186279296875e-02
LQ AOCL: 1.6673207283020020e-01
LQ Reference: 1.6602897644042969e-01
LQ New: 9.8435878753662109e-02
Single Precision
QR AOCL: 2.4102210998535156e-02
QR Reference: 2.3993015289306641e-02
QR New: 1.4927148818969727e-02
QL AOCL: 2.3955106735229492e-02
QL Reference: 2.4604797363281250e-02
QL New: 1.5323162078857422e-02
RQ AOCL: 2.6776790618896484e-02
RQ Reference: 2.7158975601196289e-02
RQ New: 1.5774011611938477e-02
LQ AOCL: 2.6165008544921875e-02
LQ Reference: 2.1373987197875977e-02
LQ New: 1.5289068222045898e-02
Double Precision
QR AOCL: 4.3016195297241211e-02
QR Reference: 4.2840003967285156e-02
QR New: 2.5903940200805664e-02
QL AOCL: 4.3539047241210938e-02
QL Reference: 4.3881893157958984e-02
QL New: 2.5724172592163086e-02
RQ AOCL: 4.7179937362670898e-02
RQ Reference: 4.7626972198486328e-02
RQ New: 2.8331995010375977e-02
LQ AOCL: 4.5537948608398438e-02
LQ Reference: 3.5772800445556641e-02
LQ New: 2.8608083724975586e-02
Single Complex Precision
QR AOCL: 7.6961994171142578e-02
QR Reference: 7.6519966125488281e-02
QR New: 4.8929929733276367e-02
QL AOCL: 7.8948020935058594e-02
QL Reference: 7.9438209533691406e-02
QL New: 4.9513101577758789e-02
RQ AOCL: 7.0064067840576172e-02
RQ Reference: 8.4265947341918945e-02
RQ New: 6.1753034591674805e-02
LQ AOCL: 6.7493915557861328e-02
LQ Reference: 6.7711114883422852e-02
LQ New: 4.9345016479492188e-02
Double Complex Precision
QR AOCL: 1.4779305458068848e-01
QR Reference: 1.4742994308471680e-01
QR New: 8.7358951568603516e-02
QL AOCL: 1.5378689765930176e-01
QL Reference: 1.5361309051513672e-01
QL New: 8.7161064147949219e-02
RQ AOCL: 1.8503594398498535e-01
RQ Reference: 1.8569898605346680e-01
RQ New: 9.8787069320678711e-02
LQ AOCL: 1.7077708244323730e-01
LQ Reference: 1.7013597488403320e-01
LQ New: 9.8392963409423828e-02
Single Precision
QR AOCL: 2.3895978927612305e-02
QR Reference: 2.3976087570190430e-02
QR New: 1.4961004257202148e-02
QL AOCL: 2.3841857910156250e-02
QL Reference: 2.4253129959106445e-02
QL New: 1.5377044677734375e-02
RQ AOCL: 2.6732921600341797e-02
RQ Reference: 2.7343988418579102e-02
RQ New: 1.5830039978027344e-02
LQ AOCL: 2.6264905929565430e-02
LQ Reference: 2.1463155746459961e-02
LQ New: 1.5354156494140625e-02
Double Precision
QR AOCL: 4.2684078216552734e-02
QR Reference: 4.2690992355346680e-02
QR New: 2.5607109069824219e-02
QL AOCL: 4.2999029159545898e-02
QL Reference: 4.3637037277221680e-02
