m=1000 n=1000 k=1000
Testing file ran 10 times
Single Precision
RQ New: 9.4405889511108398e-02
LQ AOCL: 1.1253118515014648e-01
LQ Reference: 1.2924599647521973e-01
LQ New: 9.3329906463623047e-02
Double Precision
QR AOCL: 1.6053199768066406e-01
QR Reference: 1.5970087051391602e-01
QR New: 1.6192793846130371e-01
QL AOCL: 1.5981316566467285e-01
QL Reference: 1.6145110130310059e-01
QL New: 1.6174697875976562e-01
RQ AOCL: 2.1723103523254395e-01
RQ Reference: 2.1970105171203613e-01
RQ New: 2.0411705970764160e-01
LQ AOCL: 2.1868109703063965e-01
LQ Reference: 2.3277807235717773e-01
LQ New: 2.0304989814758301e-01
Single Complex Precision
QR AOCL: 3.3583092689514160e-01
QR Reference: 3.3725380897521973e-01
QR New: 3.4338879585266113e-01
QL AOCL: 3.3946204185485840e-01
QL Reference: 3.3808016777038574e-01
QL New: 3.4397602081298828e-01
RQ AOCL: 4.2577004432678223e-01
RQ Reference: 4.2540407180786133e-01
RQ New: 4.0528488159179688e-01
LQ AOCL: 4.2210602760314941e-01
LQ Reference: 4.2265415191650391e-01
LQ New: 3.9538884162902832e-01
Double Complex Precision
QR AOCL: 6.6133379936218262e-01
QR Reference: 6.6282701492309570e-01
QR New: 5.8691096305847168e-01
QL AOCL: 7.0183587074279785e-01
QL Reference: 6.9194102287292480e-01
QL New: 5.8800911903381348e-01
RQ AOCL: 7.6486110687255859e-01
RQ Reference: 7.6348209381103516e-01
RQ New: 6.9183087348937988e-01
LQ AOCL: 7.5969409942626953e-01
LQ Reference: 7.6047515869140625e-01
LQ New: 6.8747305870056152e-01
m=4000 n=1000 k=1000
Testing file ran 10 times
Single Precision
QR AOCL: 1.0314202308654785e-01
QR Reference: 1.0371398925781250e-01
QR New: 1.0864710807800293e-01
QL AOCL: 1.0373401641845703e-01
QL Reference: 1.0477495193481445e-01
QL New: 1.0869908332824707e-01
RQ AOCL: 1.6270184516906738e-01
RQ Reference: 1.6333103179931641e-01
RQ New: 1.2975311279296875e-01
LQ AOCL: 1.6118693351745605e-01
LQ Reference: 1.8399596214294434e-01
LQ New: 1.2932586669921875e-01
Double Precision
QR AOCL: 2.3128604888916016e-01
QR Reference: 2.3785209655761719e-01
QR New: 2.3319697380065918e-01
QL AOCL: 2.3417496681213379e-01
QL Reference: 2.3841190338134766e-01
QL New: 2.3059487342834473e-01
RQ AOCL: 3.1502509117126465e-01
RQ Reference: 3.1536078453063965e-01
RQ New: 2.9445600509643555e-01
LQ AOCL: 3.1671690940856934e-01
LQ Reference: 3.3647584915161133e-01
LQ New: 2.9179692268371582e-01
Single Complex Precision
QR AOCL: 4.7633886337280273e-01
QR Reference: 4.7648906707763672e-01
QR New: 5.4925608634948730e-01
QL AOCL: 4.7919487953186035e-01
QL Reference: 4.8430013656616211e-01
QL New: 5.4080796241760254e-01
RQ AOCL: 6.2724995613098145e-01
RQ Reference: 6.3082695007324219e-01
RQ New: 5.8530282974243164e-01
LQ AOCL: 6.2961697578430176e-01
LQ Reference: 6.3327598571777344e-01
LQ New: 5.8307600021362305e-01
Double Complex Precision
QR AOCL: 9.1113710403442383e-01
QR Reference: 9.1242909431457520e-01
QR New: 8.3145713806152344e-01
QL AOCL: 9.1633510589599609e-01
QL Reference: 9.2762207984924316e-01
QL New: 8.2487416267395020e-01
RQ AOCL: 1.0694878101348877e+00
RQ Reference: 1.0696070194244385e+00
RQ New: 9.5283913612365723e-01
LQ AOCL: 1.0666310787200928e+00
LQ Reference: 1.0690529346466064e+00
LQ New: 9.5583510398864746e-01
Single Precision
QR AOCL: 1.0242199897766113e-01
QR Reference: 1.0284304618835449e-01
QR New: 1.0821604728698730e-01
QL AOCL: 1.0278201103210449e-01
QL Reference: 1.0376596450805664e-01
QL New: 1.0805392265319824e-01
RQ AOCL: 1.5970301628112793e-01
RQ Reference: 1.5961194038391113e-01
RQ New: 1.2567591667175293e-01
LQ AOCL: 1.5892100334167480e-01
LQ Reference: 1.8135690689086914e-01
LQ New: 1.2627077102661133e-01
Double Precision
QR AOCL: 2.3504400253295898e-01
QR Reference: 2.3299217224121094e-01
QR New: 2.3482298851013184e-01
QL AOCL: 2.3491692543029785e-01
QL Reference: 2.3490405082702637e-01
QL New: 2.3200392723083496e-01
RQ AOCL: 3.1552100181579590e-01
RQ Reference: 3.5525488853454590e-01
RQ New: 3.1082296371459961e-01
LQ AOCL: 3.1795287132263184e-01
LQ Reference: 3.3717012405395508e-01
LQ New: 2.9230904579162598e-01
Single Complex Precision
QR AOCL: 4.7256278991699219e-01
QR Reference: 4.7506117820739746e-01
QR New: 5.4970908164978027e-01
QL AOCL: 4.7709584236145020e-01
QL Reference: 4.7867393493652344e-01
QL New: 5.4481601715087891e-01
RQ AOCL: 6.3408613204956055e-01
RQ Reference: 6.3158607482910156e-01
RQ New: 5.8911395072937012e-01
LQ AOCL: 6.3192892074584961e-01
LQ Reference: 6.3156795501708984e-01
LQ New: 5.8614897727966309e-01
Double Complex Precision
QR AOCL: 9.1787004470825195e-01
QR Reference: 9.1149997711181641e-01
QR New: 8.2820987701416016e-01
QL AOCL: 9.1649508476257324e-01
QL Reference: 9.1704297065734863e-01
QL New: 8.2616901397705078e-01
RQ AOCL: 1.0711321830749512e+00
RQ Reference: 1.0711188316345215e+00
RQ New: 9.8304986953735352e-01
LQ AOCL: 1.0654931068420410e+00
LQ Reference: 1.0682938098907471e+00
LQ New: 9.5642900466918945e-01
Single Precision
QR AOCL: 1.0201907157897949e-01
QR Reference: 1.0265803337097168e-01
QR New: 1.0796499252319336e-01
QL AOCL: 1.0285878181457520e-01
QL Reference: 1.0385799407958984e-01
QL New: 1.0778784751892090e-01
RQ AOCL: 1.5758109092712402e-01
RQ Reference: 1.5921616554260254e-01
RQ New: 1.2622213363647461e-01
LQ AOCL: 1.5869402885437012e-01
LQ Reference: 1.8066096305847168e-01
LQ New: 1.2591099739074707e-01
Double Precision
QR AOCL: 2.3158001899719238e-01
QR Reference: 2.3706293106079102e-01
QR New: 2.3298215866088867e-01
QL AOCL: 2.3315882682800293e-01
QL Reference: 2.3892498016357422e-01
QL New: 2.3296213150024414e-01
RQ AOCL: 3.1688308715820312e-01
RQ Reference: 3.1664490699768066e-01
RQ New: 2.9470515251159668e-01
LQ AOCL: 3.1772017478942871e-01
LQ Reference: 3.3583498001098633e-01
LQ New: 2.9276299476623535e-01
Single Complex Precision
QR AOCL: 4.7484898567199707e-01
QR Reference: 4.7497510910034180e-01
QR New: 5.4804182052612305e-01
QL AOCL: 4.8428392410278320e-01
QL Reference: 4.8627805709838867e-01
QL New: 5.4490804672241211e-01
RQ AOCL: 6.3032698631286621e-01
RQ Reference: 6.3037180900573730e-01
RQ New: 5.9058403968811035e-01
LQ AOCL: 6.2934184074401855e-01
LQ Reference: 6.2955403327941895e-01
LQ New: 5.7950997352600098e-01
Double Complex Precision
QR AOCL: 9.1303706169128418e-01
QR Reference: 9.1174197196960449e-01
QR New: 8.3018898963928223e-01
QL AOCL: 9.1682195663452148e-01
QL Reference: 9.1832304000854492e-01
QL New: 8.3365607261657715e-01
RQ AOCL: 1.0714321136474609e+00
RQ Reference: 1.0710310935974121e+00
RQ New: 9.5528888702392578e-01
LQ AOCL: 1.0655980110168457e+00
LQ Reference: 1.0690259933471680e+00
LQ New: 9.5231699943542480e-01
Single Precision
QR AOCL: 1.0245203971862793e-01
QR Reference: 1.0284900665283203e-01
QR New: 1.0796713829040527e-01
QL AOCL: 1.0313892364501953e-01
QL Reference: 1.0410308837890625e-01
QL New: 1.0842800140380859e-01
RQ AOCL: 1.5974998474121094e-01
RQ Reference: 1.6121411323547363e-01
RQ New: 1.2793087959289551e-01
LQ AOCL: 1.5742897987365723e-01
LQ Reference: 1.7857408523559570e-01
LQ New: 1.2636494636535645e-01
Double Precision
QR AOCL: 2.3712110519409180e-01
QR Reference: 2.3430395126342773e-01
QR New: 2.3657917976379395e-01
QL AOCL: 2.3434805870056152e-01
QL Reference: 2.3399305343627930e-01
QL New: 2.3101115226745605e-01
RQ AOCL: 3.1745791435241699e-01
RQ Reference: 3.1888604164123535e-01
RQ New: 3.0376291275024414e-01
LQ AOCL: 3.1456589698791504e-01
LQ Reference: 3.3506011962890625e-01
LQ New: 2.9408288002014160e-01
Single Complex Precision
QR AOCL: 4.7480511665344238e-01
QR Reference: 4.7607183456420898e-01
QR New: 5.4889702796936035e-01
QL AOCL: 4.7952413558959961e-01
QL Reference: 4.8516702651977539e-01
QL New: 5.4374194145202637e-01
RQ AOCL: 6.3038897514343262e-01
RQ Reference: 6.3057589530944824e-01
RQ New: 5.8602595329284668e-01
LQ AOCL: 6.2341284751892090e-01
LQ Reference: 6.2728404998779297e-01
LQ New: 5.8374094963073730e-01
Double Complex Precision
QR AOCL: 9.1143393516540527e-01
QR Reference: 9.1024899482727051e-01
QR New: 8.3848595619201660e-01
QL AOCL: 9.1648101806640625e-01
QL Reference: 9.1815090179443359e-01
QL New: 8.3476281166076660e-01
RQ AOCL: 1.0668599605560303e+00
RQ Reference: 1.0712819099426270e+00
RQ New: 9.5339989662170410e-01
LQ AOCL: 1.0669178962707520e+00
LQ Reference: 1.0683460235595703e+00
LQ New: 9.5134019851684570e-01
Single Precision
QR AOCL: 1.0225892066955566e-01
QR Reference: 1.0292601585388184e-01
QR New: 1.0785698890686035e-01
QL AOCL: 1.0260009765625000e-01
QL Reference: 1.0382795333862305e-01
QL New: 1.0810995101928711e-01
RQ AOCL: 1.5883016586303711e-01
RQ Reference: 1.6138100624084473e-01
RQ New: 1.2687087059020996e-01
LQ AOCL: 1.5858793258666992e-01
LQ Reference: 1.8005514144897461e-01
LQ New: 1.2587213516235352e-01
Double Precision
QR AOCL: 2.3323106765747070e-01
QR Reference: 2.3277401924133301e-01
QR New: 2.3495101928710938e-01
QL AOCL: 2.3406410217285156e-01
QL Reference: 2.3399996757507324e-01
QL New: 2.3264312744140625e-01
RQ AOCL: 3.1415295600891113e-01
RQ Reference: 3.1817722320556641e-01
RQ New: 3.0426907539367676e-01
LQ AOCL: 3.1623387336730957e-01
LQ Reference: 3.3510994911193848e-01
LQ New: 2.9451608657836914e-01
Single Complex Precision
QR AOCL: 4.7569584846496582e-01
QR Reference: 4.7612404823303223e-01
QR New: 5.5125999450683594e-01
QL AOCL: 4.8223805427551270e-01
QL Reference: 4.8269009590148926e-01
QL New: 5.4116106033325195e-01
RQ AOCL: 6.3186001777648926e-01
RQ Reference: 6.3461208343505859e-01
RQ New: 5.8625411987304688e-01
LQ AOCL: 6.3159203529357910e-01
LQ Reference: 6.2580990791320801e-01
LQ New: 5.8494782447814941e-01
Double Complex Precision
QR AOCL: 9.1209602355957031e-01
QR Reference: 9.1269111633300781e-01
QR New: 8.3489394187927246e-01
QL AOCL: 9.2615699768066406e-01
QL Reference: 9.1813611984252930e-01
QL New: 8.3217310905456543e-01
RQ AOCL: 1.0711591243743896e+00
RQ Reference: 1.0720779895782471e+00
RQ New: 9.5230007171630859e-01
LQ AOCL: 1.0689110755920410e+00
LQ Reference: 1.0830070972442627e+00
LQ New: 9.6816802024841309e-01
Single Precision
QR AOCL: 1.0372495651245117e-01
QR Reference: 1.0397505760192871e-01
QR New: 1.0844612121582031e-01
QL AOCL: 1.0416984558105469e-01
QL Reference: 1.0513305664062500e-01
QL New: 1.0917305946350098e-01
RQ AOCL: 1.6303896903991699e-01
RQ Reference: 1.6381907463073730e-01
RQ New: 1.2989401817321777e-01
LQ AOCL: 1.6178488731384277e-01
LQ Reference: 1.8320989608764648e-01
LQ New: 1.2846612930297852e-01
Double Precision
QR AOCL: 2.3700499534606934e-01
QR Reference: 2.3281192779541016e-01
QR New: 2.3512411117553711e-01
QL AOCL: 2.3436999320983887e-01
QL Reference: 2.3911404609680176e-01
QL New: 2.3278689384460449e-01
RQ AOCL: 3.1997585296630859e-01
RQ Reference: 3.1751203536987305e-01
RQ New: 2.9333496093750000e-01
LQ AOCL: 3.1905293464660645e-01
LQ Reference: 3.3519196510314941e-01
LQ New: 2.9161310195922852e-01
Single Complex Precision
QR AOCL: 5.1469516754150391e-01
QR Reference: 5.1781916618347168e-01
QR New: 5.8061099052429199e-01
QL AOCL: 5.2847194671630859e-01
QL Reference: 5.3075289726257324e-01
QL New: 5.8270812034606934e-01
RQ AOCL: 6.6460108757019043e-01
RQ Reference: 6.6289591789245605e-01
RQ New: 6.2891006469726562e-01
LQ AOCL: 6.6433501243591309e-01
LQ Reference: 6.7372703552246094e-01
LQ New: 6.3219404220581055e-01
Double Complex Precision
QR AOCL: 9.2734503746032715e-01
QR Reference: 9.2552399635314941e-01
QR New: 9.0821790695190430e-01
QL AOCL: 9.2964410781860352e-01
QL Reference: 9.3015813827514648e-01
QL New: 8.9988398551940918e-01
RQ AOCL: 1.1546819210052490e+00
RQ Reference: 1.1616339683532715e+00
RQ New: 1.0333261489868164e+00
LQ AOCL: 1.1573288440704346e+00
LQ Reference: 1.1634900569915771e+00
LQ New: 1.0320661067962646e+00
Single Precision
QR AOCL: 1.1356902122497559e-01
QR Reference: 1.1690020561218262e-01
QR New: 1.2730193138122559e-01
QL AOCL: 1.1118197441101074e-01
QL Reference: 1.1154413223266602e-01
QL New: 1.1866116523742676e-01
RQ AOCL: 1.8618488311767578e-01
RQ Reference: 1.8712210655212402e-01
RQ New: 1.5616393089294434e-01
LQ AOCL: 1.8669390678405762e-01
LQ Reference: 2.1080088615417480e-01
LQ New: 1.5498280525207520e-01
Double Precision
QR AOCL: 2.5760006904602051e-01
QR Reference: 2.6163315773010254e-01
QR New: 2.6409578323364258e-01
QL AOCL: 2.5697994232177734e-01
QL Reference: 2.6233291625976562e-01
QL New: 2.5490593910217285e-01
RQ AOCL: 3.5055303573608398e-01
RQ Reference: 3.5063004493713379e-01
RQ New: 3.3830714225769043e-01
LQ AOCL: 3.4959292411804199e-01
LQ Reference: 3.7093687057495117e-01
LQ New: 3.3461403846740723e-01
Single Complex Precision
QR AOCL: 5.2084589004516602e-01
QR Reference: 5.0400710105895996e-01
QR New: 5.7956790924072266e-01
QL AOCL: 5.1384210586547852e-01
QL Reference: 5.1305913925170898e-01
QL New: 5.7786202430725098e-01
RQ AOCL: 6.5107202529907227e-01
RQ Reference: 6.5557193756103516e-01
RQ New: 6.2993693351745605e-01
LQ AOCL: 6.7256689071655273e-01
LQ Reference: 6.5969991683959961e-01
LQ New: 6.1909723281860352e-01
Double Complex Precision
QR AOCL: 9.2402815818786621e-01
QR Reference: 9.2520308494567871e-01
QR New: 8.8856697082519531e-01
QL AOCL: 9.3007493019104004e-01
QL Reference: 9.3163609504699707e-01
QL New: 8.8399195671081543e-01
RQ AOCL: 1.1573150157928467e+00
RQ Reference: 1.1545639038085938e+00
RQ New: 1.0430741310119629e+00
LQ AOCL: 1.1639959812164307e+00
LQ Reference: 1.1598551273345947e+00
LQ New: 1.0555920600891113e+00
Single Precision
QR AOCL: 1.1085295677185059e-01
QR Reference: 1.1030888557434082e-01
QR New: 1.2002110481262207e-01
QL AOCL: 1.1020302772521973e-01
QL Reference: 1.1197686195373535e-01
QL New: 1.1967802047729492e-01
RQ AOCL: 1.8829798698425293e-01
RQ Reference: 1.9134116172790527e-01
RQ New: 1.6013813018798828e-01
LQ AOCL: 1.8600392341613770e-01
LQ Reference: 2.0690584182739258e-01
LQ New: 1.5020918846130371e-01
Double Precision
QR AOCL: 2.5509500503540039e-01
QR Reference: 2.5929403305053711e-01
QR New: 2.5825190544128418e-01
QL AOCL: 2.5621008872985840e-01
QL Reference: 2.5534701347351074e-01
QL New: 2.5362300872802734e-01
RQ AOCL: 3.5308814048767090e-01
RQ Reference: 3.5205316543579102e-01
RQ New: 3.2628202438354492e-01
LQ AOCL: 3.5278606414794922e-01
LQ Reference: 3.6786007881164551e-01
LQ New: 3.4402680397033691e-01
Single Complex Precision
QR AOCL: 5.0855207443237305e-01
QR Reference: 5.0663590431213379e-01
QR New: 5.8976888656616211e-01
QL AOCL: 5.1235890388488770e-01
QL Reference: 5.2111291885375977e-01
QL New: 5.7883095741271973e-01
RQ AOCL: 6.6414093971252441e-01
RQ Reference: 6.6981601715087891e-01
RQ New: 6.3173699378967285e-01
LQ AOCL: 6.6373610496520996e-01
LQ Reference: 6.6247105598449707e-01
LQ New: 6.2557983398437500e-01
Double Complex Precision
QR AOCL: 9.2973494529724121e-01
QR Reference: 9.3136096000671387e-01
QR New: 8.9460301399230957e-01
QL AOCL: 9.3561315536499023e-01
QL Reference: 9.3659400939941406e-01
QL New: 8.9379405975341797e-01
RQ AOCL: 1.1485850811004639e+00
RQ Reference: 1.1505949497222900e+00
RQ New: 1.0626330375671387e+00
LQ AOCL: 1.1630229949951172e+00
LQ Reference: 1.1785109043121338e+00
LQ New: 1.0519108772277832e+00
Single Precision
QR AOCL: 1.1302304267883301e-01
QR Reference: 1.1314511299133301e-01
QR New: 1.2088203430175781e-01
QL AOCL: 1.1519384384155273e-01
QL Reference: 1.1401486396789551e-01
QL New: 1.2261295318603516e-01
RQ AOCL: 1.8885278701782227e-01
RQ Reference: 1.9243001937866211e-01
RQ New: 1.5901994705200195e-01
LQ AOCL: 1.8901896476745605e-01
LQ Reference: 2.1123313903808594e-01
LQ New: 1.6087007522583008e-01
Double Precision
QR AOCL: 2.5390219688415527e-01
QR Reference: 2.5824999809265137e-01
QR New: 2.5511503219604492e-01
QL AOCL: 2.5238895416259766e-01
QL Reference: 2.5671315193176270e-01
QL New: 2.5441694259643555e-01
RQ AOCL: 3.5371685028076172e-01
RQ Reference: 3.5313606262207031e-01
RQ New: 3.3019208908081055e-01
LQ AOCL: 3.5498189926147461e-01
LQ Reference: 3.6923599243164062e-01
LQ New: 3.2897996902465820e-01
Single Complex Precision
QR AOCL: 5.1553297042846680e-01
QR Reference: 5.2209901809692383e-01
QR New: 5.7677483558654785e-01
QL AOCL: 5.1501393318176270e-01
QL Reference: 5.1368713378906250e-01
QL New: 5.9014511108398438e-01
RQ AOCL: 6.6119909286499023e-01
RQ Reference: 6.5546703338623047e-01
RQ New: 6.2551188468933105e-01
LQ AOCL: 6.6267895698547363e-01
LQ Reference: 6.6776204109191895e-01
LQ New: 6.4046192169189453e-01
Double Complex Precision
QR AOCL: 9.2522597312927246e-01
QR Reference: 9.2637395858764648e-01
QR New: 9.0821003913879395e-01
QL AOCL: 9.2919087409973145e-01
QL Reference: 9.3066883087158203e-01
QL New: 9.0976786613464355e-01
RQ AOCL: 1.1501488685607910e+00
RQ Reference: 1.1595039367675781e+00
RQ New: 1.0403258800506592e+00
LQ AOCL: 1.1472821235656738e+00
LQ Reference: 1.1589469909667969e+00
LQ New: 1.0391330718994141e+00
Single Precision
QR AOCL: 1.1371493339538574e-01
QR Reference: 1.1651897430419922e-01
QR New: 1.2806415557861328e-01
QL AOCL: 1.1739993095397949e-01
QL Reference: 1.1252403259277344e-01
QL New: 1.1906886100769043e-01
RQ AOCL: 1.8789601325988770e-01
RQ Reference: 1.9064712524414062e-01
RQ New: 1.5645503997802734e-01
LQ AOCL: 1.9118309020996094e-01
LQ Reference: 2.1178984642028809e-01
LQ New: 1.5596604347229004e-01
Double Precision
QR AOCL: 2.5502586364746094e-01
QR Reference: 2.5753402709960938e-01
QR New: 2.7020311355590820e-01
QL AOCL: 2.5556707382202148e-01
QL Reference: 2.5830507278442383e-01
QL New: 2.5265097618103027e-01
RQ AOCL: 3.4923291206359863e-01
RQ Reference: 3.5839796066284180e-01
RQ New: 3.3403205871582031e-01
LQ AOCL: 3.5341882705688477e-01
LQ Reference: 3.7088704109191895e-01
LQ New: 3.2976007461547852e-01
Single Complex Precision
QR AOCL: 5.2625012397766113e-01
QR Reference: 5.1324295997619629e-01
QR New: 5.7881689071655273e-01
QL AOCL: 5.1516890525817871e-01
QL Reference: 5.1396608352661133e-01
QL New: 5.7911515235900879e-01
RQ AOCL: 6.5482997894287109e-01
RQ Reference: 6.5317511558532715e-01
RQ New: 6.2934613227844238e-01
LQ AOCL: 6.7471289634704590e-01
LQ Reference: 6.5747809410095215e-01
LQ New: 6.2252092361450195e-01
Double Complex Precision
QR AOCL: 1.2367329597473145e+00
QR Reference: 9.2891097068786621e-01
QR New: 8.9612388610839844e-01
QL AOCL: 9.3151307106018066e-01
QL Reference: 9.3308901786804199e-01
QL New: 8.8225102424621582e-01
RQ AOCL: 1.1432528495788574e+00
RQ Reference: 1.1552278995513916e+00
RQ New: 1.0431449413299561e+00
LQ AOCL: 1.1623728275299072e+00
LQ Reference: 1.1646318435668945e+00
LQ New: 1.0655729770660400e+00
m=5000 n=1000 k=1000
Testing file ran 10 times
Single Precision
QR AOCL: 1.4978599548339844e-01
QR Reference: 1.5066099166870117e-01
QR New: 1.5805101394653320e-01
QL AOCL: 1.4901399612426758e-01
QL Reference: 1.5036702156066895e-01
QL New: 1.5971803665161133e-01
RQ AOCL: 2.5593900680541992e-01
RQ Reference: 2.5760197639465332e-01
RQ New: 2.1493601799011230e-01
LQ AOCL: 4.6618199348449707e-01
LQ Reference: 5.2591514587402344e-01
LQ New: 2.4114203453063965e-01
Double Precision
QR AOCL: 3.3816885948181152e-01
QR Reference: 3.3195400238037109e-01
QR New: 3.2393097877502441e-01
QL AOCL: 3.3717799186706543e-01
QL Reference: 3.3856797218322754e-01
QL New: 3.2655382156372070e-01
RQ AOCL: 4.5143699645996094e-01
RQ Reference: 4.6839499473571777e-01
RQ New: 4.2204594612121582e-01
LQ AOCL: 4.4877886772155762e-01
LQ Reference: 4.8035693168640137e-01
LQ New: 4.2411899566650391e-01
Single Complex Precision
QR AOCL: 6.5807008743286133e-01
QR Reference: 6.6065406799316406e-01
QR New: 6.9547200202941895e-01
QL AOCL: 6.6210913658142090e-01
QL Reference: 6.5915989875793457e-01
QL New: 7.1049404144287109e-01
RQ AOCL: 8.4937691688537598e-01
RQ Reference: 1.3429639339447021e+00
RQ New: 8.2474684715270996e-01
LQ AOCL: 8.5445713996887207e-01
LQ Reference: 8.5268902778625488e-01
LQ New: 7.9819607734680176e-01
Double Complex Precision
QR AOCL: 1.1723389625549316e+00
QR Reference: 1.1764049530029297e+00
QR New: 1.0820119380950928e+00
QL AOCL: 1.1776521205902100e+00
QL Reference: 1.1807351112365723e+00
QL New: 1.1149129867553711e+00
RQ AOCL: 1.4748229980468750e+00
RQ Reference: 1.4796328544616699e+00
RQ New: 1.3472111225128174e+00
LQ AOCL: 2.0211730003356934e+00
LQ Reference: 1.4911088943481445e+00
LQ New: 1.3399901390075684e+00
Single Precision
QR AOCL: 1.5010380744934082e-01
QR Reference: 1.5142488479614258e-01
QR New: 1.5951704978942871e-01
QL AOCL: 1.5132403373718262e-01
QL Reference: 1.5121603012084961e-01
QL New: 1.5927910804748535e-01
RQ AOCL: 2.5398302078247070e-01
RQ Reference: 2.5394392013549805e-01
RQ New: 2.1484589576721191e-01
LQ AOCL: 2.6423096656799316e-01
LQ Reference: 2.8036189079284668e-01
LQ New: 2.0835900306701660e-01
Double Precision
QR AOCL: 3.3525395393371582e-01
QR Reference: 3.3801007270812988e-01
QR New: 3.2643294334411621e-01
QL AOCL: 3.4346508979797363e-01
QL Reference: 3.3567214012145996e-01
QL New: 3.2795000076293945e-01
RQ AOCL: 4.5319390296936035e-01
RQ Reference: 4.6247816085815430e-01
RQ New: 4.3244099617004395e-01
LQ AOCL: 4.4975709915161133e-01
LQ Reference: 4.8187518119812012e-01
LQ New: 4.2599391937255859e-01
Single Complex Precision
QR AOCL: 6.6064596176147461e-01
QR Reference: 6.6803812980651855e-01
QR New: 6.9416499137878418e-01
QL AOCL: 6.6390800476074219e-01
QL Reference: 6.7013883590698242e-01
QL New: 7.1648097038269043e-01
RQ AOCL: 8.5120701789855957e-01
RQ Reference: 8.5102295875549316e-01
RQ New: 8.0228495597839355e-01
LQ AOCL: 8.5361313819885254e-01
LQ Reference: 8.5657310485839844e-01
LQ New: 1.0045690536499023e+00
Double Complex Precision
QR AOCL: 1.1723198890686035e+00
QR Reference: 1.1744060516357422e+00
QR New: 1.0920810699462891e+00
QL AOCL: 1.1789090633392334e+00
QL Reference: 1.1770911216735840e+00
QL New: 1.1034770011901855e+00
RQ AOCL: 1.4784979820251465e+00
RQ Reference: 1.4802939891815186e+00
RQ New: 1.3419659137725830e+00
LQ AOCL: 1.4862518310546875e+00
LQ Reference: 2.0201110839843750e+00
LQ New: 1.3377368450164795e+00
Single Precision
QR AOCL: 1.5127897262573242e-01
QR Reference: 1.5025901794433594e-01
QR New: 1.5920805931091309e-01
QL AOCL: 1.5285015106201172e-01
QL Reference: 1.5128397941589355e-01
QL New: 1.6061401367187500e-01
RQ AOCL: 2.6185607910156250e-01
RQ Reference: 2.5460290908813477e-01
RQ New: 2.0749282836914062e-01
LQ AOCL: 2.5647115707397461e-01
LQ Reference: 2.7969789505004883e-01
LQ New: 2.1128201484680176e-01
Double Precision
QR AOCL: 3.3456802368164062e-01
QR Reference: 3.3412194252014160e-01
QR New: 3.2771706581115723e-01
QL AOCL: 3.3898401260375977e-01
QL Reference: 3.3796405792236328e-01
QL New: 3.2484602928161621e-01
RQ AOCL: 4.5570683479309082e-01
RQ Reference: 4.6425604820251465e-01
RQ New: 4.2435097694396973e-01
LQ AOCL: 4.6092915534973145e-01
LQ Reference: 4.7733497619628906e-01
LQ New: 4.2925190925598145e-01
Single Complex Precision
QR AOCL: 6.6304588317871094e-01
QR Reference: 6.5675497055053711e-01
QR New: 7.0023608207702637e-01
QL AOCL: 6.6417479515075684e-01
QL Reference: 6.6055893898010254e-01
QL New: 7.1001100540161133e-01
RQ AOCL: 8.5067987442016602e-01
RQ Reference: 8.4581685066223145e-01
RQ New: 8.1214499473571777e-01
LQ AOCL: 1.2100958824157715e+00
LQ Reference: 1.0145089626312256e+00
LQ New: 7.9702496528625488e-01
Double Complex Precision
QR AOCL: 1.1696479320526123e+00
QR Reference: 1.1706039905548096e+00
QR New: 1.1078779697418213e+00
QL AOCL: 1.1760568618774414e+00
QL Reference: 1.1766180992126465e+00
QL New: 1.1006569862365723e+00
RQ AOCL: 1.4759399890899658e+00
RQ Reference: 1.4708919525146484e+00
RQ New: 1.3398370742797852e+00
LQ AOCL: 1.4880268573760986e+00
LQ Reference: 1.5090599060058594e+00
LQ New: 1.5794980525970459e+00
Single Precision
QR AOCL: 1.5245509147644043e-01
QR Reference: 1.5321898460388184e-01
QR New: 1.6132402420043945e-01
QL AOCL: 1.5445399284362793e-01
QL Reference: 1.6776800155639648e-01
QL New: 1.5826702117919922e-01
RQ AOCL: 2.5117111206054688e-01
RQ Reference: 2.5798702239990234e-01
RQ New: 2.0801901817321777e-01
LQ AOCL: 2.5408315658569336e-01
LQ Reference: 2.7729582786560059e-01
LQ New: 2.1015596389770508e-01
Double Precision
QR AOCL: 3.3274602890014648e-01
QR Reference: 3.3396506309509277e-01
QR New: 3.2767987251281738e-01
QL AOCL: 3.3602094650268555e-01
QL Reference: 3.4466099739074707e-01
QL New: 3.2393717765808105e-01
RQ AOCL: 4.5191597938537598e-01
RQ Reference: 4.5652985572814941e-01
RQ New: 4.2529392242431641e-01
LQ AOCL: 4.6219897270202637e-01
LQ Reference: 4.7810792922973633e-01
LQ New: 4.1688895225524902e-01
Single Complex Precision
QR AOCL: 6.6227316856384277e-01
QR Reference: 6.6088390350341797e-01
QR New: 6.9716787338256836e-01
QL AOCL: 1.0347840785980225e+00
QL Reference: 6.6244602203369141e-01
QL New: 6.9954299926757812e-01
RQ AOCL: 8.4947609901428223e-01
RQ Reference: 8.5377192497253418e-01
RQ New: 8.0907893180847168e-01
LQ AOCL: 8.4646677970886230e-01
LQ Reference: 8.4692907333374023e-01
LQ New: 7.9352092742919922e-01
Double Complex Precision
QR AOCL: 1.1706929206848145e+00
QR Reference: 1.1729571819305420e+00
